feature_set,feature,position
pre_lineup_player_team_opp,opp_pointsInThePaint_allowed_z_10_vs_30,410
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_roll_5,411
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_roll_10,412
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_roll_30,413
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_std_30,414
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_momentum_5_vs_10,415
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_momentum_10_vs_30,416
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_z_5_vs_30,417
pre_lineup_player_team_opp,opp_pointsFastBreak_allowed_z_10_vs_30,418
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_roll_5,419
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_roll_10,420
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_roll_30,421
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_std_30,422
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_momentum_5_vs_10,423
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_momentum_10_vs_30,424
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_z_5_vs_30,425
pre_lineup_player_team_opp,opp_pointsSecondChance_allowed_z_10_vs_30,426
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_roll_5,427
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_roll_10,428
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_roll_30,429
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_std_30,430
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_momentum_5_vs_10,431
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_momentum_10_vs_30,432
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_z_5_vs_30,433
pre_lineup_player_team_opp,opp_pointsFromTurnovers_allowed_z_10_vs_30,434
pre_lineup_player_team_opp,opp_pos_fp_allowed_roll_3,435
pre_lineup_player_team_opp,opp_pos_fp_allowed_roll_5,436
pre_lineup_player_team_opp,opp_pos_fp_allowed_roll_10,437
pre_lineup_player_team_opp,opp_pos_fp_allowed_roll_30,438
pre_lineup_player_team_opp,opp_pos_fp_allowed_std_30,439
pre_lineup_player_team_opp,opp_pos_fp_allowed_momentum_5_vs_10,440
pre_lineup_player_team_opp,opp_pos_fp_allowed_momentum_3_vs_10,441
pre_lineup_player_team_opp,opp_pos_fp_allowed_momentum_10_vs_30,442
pre_lineup_player_team_opp,opp_pos_fp_allowed_z_5_vs_30,443
pre_lineup_player_team_opp,opp_pos_fp_allowed_z_10_vs_30,444
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_roll_3,445
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_roll_5,446
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_roll_10,447
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_roll_30,448
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_std_30,449
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_momentum_5_vs_10,450
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_momentum_3_vs_10,451
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_momentum_10_vs_30,452
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_z_5_vs_30,453
pre_lineup_player_team_opp,opp_pos_fp_allowed_per_player_z_10_vs_30,454
pre_lineup_player_team_opp,opp_pos_minutes_allowed_roll_5,455
pre_lineup_player_team_opp,opp_pos_minutes_allowed_roll_10,456
pre_lineup_player_team_opp,opp_pos_minutes_allowed_roll_30,457
pre_lineup_player_team_opp,opp_pos_minutes_allowed_std_30,458
pre_lineup_player_team_opp,opp_pos_minutes_allowed_momentum_5_vs_10,459
pre_lineup_player_team_opp,opp_pos_minutes_allowed_momentum_10_vs_30,460
pre_lineup_player_team_opp,opp_pos_minutes_allowed_z_5_vs_30,461
pre_lineup_player_team_opp,opp_pos_minutes_allowed_z_10_vs_30,462
pre_lineup_player_team_opp,opp_pos_player_count_roll_5,463
pre_lineup_player_team_opp,opp_pos_player_count_roll_10,464
pre_lineup_player_team_opp,opp_pos_player_count_roll_30,465
pre_lineup_player_team_opp,opp_pos_player_count_std_30,466
pre_lineup_player_team_opp,opp_pos_player_count_momentum_5_vs_10,467
pre_lineup_player_team_opp,opp_pos_player_count_momentum_10_vs_30,468
pre_lineup_player_team_opp,opp_pos_player_count_z_5_vs_30,469
pre_lineup_player_team_opp,opp_pos_player_count_z_10_vs_30,470
pre_lineup_player_team_opp,opp_pos_starter_count_roll_5,471
pre_lineup_player_team_opp,opp_pos_starter_count_roll_10,472
pre_lineup_player_team_opp,opp_pos_starter_count_roll_30,473
pre_lineup_player_team_opp,opp_pos_starter_count_std_30,474
pre_lineup_player_team_opp,opp_pos_starter_count_momentum_5_vs_10,475
pre_lineup_player_team_opp,opp_pos_starter_count_momentum_10_vs_30,476
pre_lineup_player_team_opp,opp_pos_starter_count_z_5_vs_30,477
pre_lineup_player_team_opp,opp_pos_starter_count_z_10_vs_30,478
pre_lineup_player_team_opp,pos_opp_difficulty_roll_3,479
pre_lineup_player_team_opp,pos_opp_difficulty_ratio_3,480
pre_lineup_player_team_opp,pos_opp_difficulty_roll_5,481
pre_lineup_player_team_opp,pos_opp_difficulty_ratio_5,482
pre_lineup_player_team_opp,pos_opp_difficulty_roll_10,483
pre_lineup_player_team_opp,pos_opp_difficulty_ratio_10,484
pre_lineup_player_team_opp,pos_opp_difficulty_roll_30,485
pre_lineup_player_team_opp,pos_opp_difficulty_ratio_30,486
pre_lineup_compact_40_plus_role,home,1
pre_lineup_compact_40_plus_role,guard,2
pre_lineup_compact_40_plus_role,forward,3
pre_lineup_compact_40_plus_role,center,4
pre_lineup_compact_40_plus_role,years_since_draft,5
pre_lineup_compact_40_plus_role,days_since_last_game,6
pre_lineup_compact_40_plus_role,is_back_to_back,7
pre_lineup_compact_40_plus_role,fantasy_points_roll_5,8
pre_lineup_compact_40_plus_role,fantasy_points_roll_10,9
pre_lineup_compact_40_plus_role,fantasy_points_roll_30,10
pre_lineup_compact_40_plus_role,fantasy_points_momentum_5_vs_10,11
pre_lineup_compact_40_plus_role,fantasy_points_momentum_10_vs_30,12
pre_lineup_compact_40_plus_role,numMinutes_roll_5,13
pre_lineup_compact_40_plus_role,numMinutes_roll_10,14
pre_lineup_compact_40_plus_role,numMinutes_roll_30,15
pre_lineup_compact_40_plus_role,current_is_starter_roll_10,16
pre_lineup_compact_40_plus_role,starter_minutes_roll_5,17
pre_lineup_compact_40_plus_role,starter_minutes_roll_10,18
pre_lineup_compact_40_plus_role,starter_minutes_roll_30,19
pre_lineup_compact_40_plus_role,starter_minutes_share_roll_10,20
pre_lineup_compact_40_plus_role,usagePercentage_roll_5,21
pre_lineup_compact_40_plus_role,usagePercentage_roll_10,22
pre_lineup_compact_40_plus_role,usagePercentage_roll_30,23
pre_lineup_compact_40_plus_role,usagePercentage_momentum_5_vs_10,24
pre_lineup_compact_40_plus_role,trueShootingPercentage_roll_10,25
pre_lineup_compact_40_plus_role,playerImpactEstimate_roll_10,26
pre_lineup_compact_40_plus_role,points_roll_10,27
pre_lineup_compact_40_plus_role,reboundsTotal_roll_10,28
pre_lineup_compact_40_plus_role,assists_roll_10,29
pre_lineup_compact_40_plus_role,turnovers_roll_10,30
pre_lineup_compact_40_plus_role,team_pace_roll_10,31
pre_lineup_compact_40_plus_role,team_offensiveRating_roll_10,32
pre_lineup_compact_40_plus_role,team_assists_roll_10,33
pre_lineup_compact_40_plus_role,team_turnovers_roll_10,34
pre_lineup_compact_40_plus_role,opp_pace_roll_10,35
pre_lineup_compact_40_plus_role,opp_defensiveRating_roll_10,36
pre_lineup_compact_40_plus_role,opp_points_allowed_roll_10,37
pre_lineup_compact_40_plus_role,opp_fp_allowed_roll_10,38
pre_lineup_compact_40_plus_role,opp_pos_fp_allowed_per_player_roll_30,39
pre_lineup_compact_40_plus_role,pos_opp_difficulty_roll_30,40
pre_lineup_compact_40_plus_role,current_is_starter_roll_5,41
pre_lineup_compact_40_plus_role,current_is_starter_roll_30,42
pre_lineup_compact_40_plus_role,starter_minutes_share_roll_30,43
pre_lineup_compact_40_plus_role,numMinutes_momentum_5_vs_10,44
pre_lineup_compact_40_plus_role,numMinutes_momentum_10_vs_30,45
pre_lineup_compact_40_plus_scoring,home,1
pre_lineup_compact_40_plus_scoring,guard,2
pre_lineup_compact_40_plus_scoring,forward,3
pre_lineup_compact_40_plus_scoring,center,4
pre_lineup_compact_40_plus_scoring,years_since_draft,5
pre_lineup_compact_40_plus_scoring,days_since_last_game,6
pre_lineup_compact_40_plus_scoring,is_back_to_back,7
pre_lineup_compact_40_plus_scoring,fantasy_points_roll_5,8
pre_lineup_compact_40_plus_scoring,fantasy_points_roll_10,9
pre_lineup_compact_40_plus_scoring,fantasy_points_roll_30,10
pre_lineup_compact_40_plus_scoring,fantasy_points_momentum_5_vs_10,11
pre_lineup_compact_40_plus_scoring,fantasy_points_momentum_10_vs_30,12
pre_lineup_compact_40_plus_scoring,numMinutes_roll_5,13
pre_lineup_compact_40_plus_scoring,numMinutes_roll_10,14
pre_lineup_compact_40_plus_scoring,numMinutes_roll_30,15
pre_lineup_compact_40_plus_scoring,current_is_starter_roll_10,16
pre_lineup_compact_40_plus_scoring,starter_minutes_roll_5,17
pre_lineup_compact_40_plus_scoring,starter_minutes_roll_10,18
pre_lineup_compact_40_plus_scoring,starter_minutes_roll_30,19
pre_lineup_compact_40_plus_scoring,starter_minutes_share_roll_10,20
pre_lineup_compact_40_plus_scoring,usagePercentage_roll_5,21
pre_lineup_compact_40_plus_scoring,usagePercentage_roll_10,22
pre_lineup_compact_40_plus_scoring,usagePercentage_roll_30,23
pre_lineup_compact_40_plus_scoring,usagePercentage_momentum_5_vs_10,24
pre_lineup_compact_40_plus_scoring,trueShootingPercentage_roll_10,25
pre_lineup_compact_40_plus_scoring,playerImpactEstimate_roll_10,26
pre_lineup_compact_40_plus_scoring,points_roll_10,27
pre_lineup_compact_40_plus_scoring,reboundsTotal_roll_10,28
pre_lineup_compact_40_plus_scoring,assists_roll_10,29
pre_lineup_compact_40_plus_scoring,turnovers_roll_10,30
pre_lineup_compact_40_plus_scoring,team_pace_roll_10,31
pre_lineup_compact_40_plus_scoring,team_offensiveRating_roll_10,32
pre_lineup_compact_40_plus_scoring,team_assists_roll_10,33
pre_lineup_compact_40_plus_scoring,team_turnovers_roll_10,34
pre_lineup_compact_40_plus_scoring,opp_pace_roll_10,35
pre_lineup_compact_40_plus_scoring,opp_defensiveRating_roll_10,36
pre_lineup_compact_40_plus_scoring,opp_points_allowed_roll_10,37
pre_lineup_compact_40_plus_scoring,opp_fp_allowed_roll_10,38
pre_lineup_compact_40_plus_scoring,opp_pos_fp_allowed_per_player_roll_30,39
pre_lineup_compact_40_plus_scoring,pos_opp_difficulty_roll_30,40
pre_lineup_compact_40_plus_scoring,points_roll_5,41
pre_lineup_compact_40_plus_scoring,points_roll_30,42
pre_lineup_compact_40_plus_scoring,points_momentum_5_vs_10,43
pre_lineup_compact_40_plus_scoring,points_momentum_10_vs_30,44
pre_lineup_compact_40_plus_scoring,usagePercentage_z_5_vs_30,45
pre_lineup_compact_40_plus_ceiling,home,1
pre_lineup_compact_40_plus_ceiling,guard,2
pre_lineup_compact_40_plus_ceiling,forward,3
pre_lineup_compact_40_plus_ceiling,center,4
pre_lineup_compact_40_plus_ceiling,years_since_draft,5
pre_lineup_compact_40_plus_ceiling,days_since_last_game,6
pre_lineup_compact_40_plus_ceiling,is_back_to_back,7
pre_lineup_compact_40_plus_ceiling,fantasy_points_roll_5,8
pre_lineup_compact_40_plus_ceiling,fantasy_points_roll_10,9
pre_lineup_compact_40_plus_ceiling,fantasy_points_roll_30,10
pre_lineup_compact_40_plus_ceiling,fantasy_points_momentum_5_vs_10,11
pre_lineup_compact_40_plus_ceiling,fantasy_points_momentum_10_vs_30,12
pre_lineup_compact_40_plus_ceiling,numMinutes_roll_5,13
pre_lineup_compact_40_plus_ceiling,numMinutes_roll_10,14
pre_lineup_compact_40_plus_ceiling,numMinutes_roll_30,15
pre_lineup_compact_40_plus_ceiling,current_is_starter_roll_10,16
pre_lineup_compact_40_plus_ceiling,starter_minutes_roll_5,17
pre_lineup_compact_40_plus_ceiling,starter_minutes_roll_10,18
pre_lineup_compact_40_plus_ceiling,starter_minutes_roll_30,19
pre_lineup_compact_40_plus_ceiling,starter_minutes_share_roll_10,20
pre_lineup_compact_40_plus_ceiling,usagePercentage_roll_5,21
pre_lineup_compact_40_plus_ceiling,usagePercentage_roll_10,22
pre_lineup_compact_40_plus_ceiling,usagePercentage_roll_30,23
pre_lineup_compact_40_plus_ceiling,usagePercentage_momentum_5_vs_10,24
pre_lineup_compact_40_plus_ceiling,trueShootingPercentage_roll_10,25
pre_lineup_compact_40_plus_ceiling,playerImpactEstimate_roll_10,26
pre_lineup_compact_40_plus_ceiling,points_roll_10,27
pre_lineup_compact_40_plus_ceiling,reboundsTotal_roll_10,28
pre_lineup_compact_40_plus_ceiling,assists_roll_10,29
pre_lineup_compact_40_plus_ceiling,turnovers_roll_10,30
pre_lineup_compact_40_plus_ceiling,team_pace_roll_10,31
pre_lineup_compact_40_plus_ceiling,team_offensiveRating_roll_10,32
pre_lineup_compact_40_plus_ceiling,team_assists_roll_10,33
pre_lineup_compact_40_plus_ceiling,team_turnovers_roll_10,34
pre_lineup_compact_40_plus_ceiling,opp_pace_roll_10,35
pre_lineup_compact_40_plus_ceiling,opp_defensiveRating_roll_10,36
pre_lineup_compact_40_plus_ceiling,opp_points_allowed_roll_10,37
pre_lineup_compact_40_plus_ceiling,opp_fp_allowed_roll_10,38
pre_lineup_compact_40_plus_ceiling,opp_pos_fp_allowed_per_player_roll_30,39
pre_lineup_compact_40_plus_ceiling,pos_opp_difficulty_roll_30,40
pre_lineup_compact_40_plus_ceiling,reboundsTotal_roll_30,41
pre_lineup_compact_40_plus_ceiling,assists_roll_30,42
pre_lineup_compact_40_plus_ceiling,playerImpactEstimate_roll_30,43
pre_lineup_compact_40_plus_ceiling,playerImpactEstimate_momentum_5_vs_10,44
pre_lineup_compact_40_plus_ceiling,trueShootingPercentage_roll_30,45
pre_lineup_compact_40_plus_matchup,home,1
pre_lineup_compact_40_plus_matchup,guard,2
pre_lineup_compact_40_plus_matchup,forward,3
pre_lineup_compact_40_plus_matchup,center,4
pre_lineup_compact_40_plus_matchup,years_since_draft,5
pre_lineup_compact_40_plus_matchup,days_since_last_game,6
pre_lineup_compact_40_plus_matchup,is_back_to_back,7
pre_lineup_compact_40_plus_matchup,fantasy_points_roll_5,8
pre_lineup_compact_40_plus_matchup,fantasy_points_roll_10,9
pre_lineup_compact_40_plus_matchup,fantasy_points_roll_30,10
pre_lineup_compact_40_plus_matchup,fantasy_points_momentum_5_vs_10,11
pre_lineup_compact_40_plus_matchup,fantasy_points_momentum_10_vs_30,12
pre_lineup_compact_40_plus_matchup,numMinutes_roll_5,13
pre_lineup_compact_40_plus_matchup,numMinutes_roll_10,14
pre_lineup_compact_40_plus_matchup,numMinutes_roll_30,15
pre_lineup_compact_40_plus_matchup,current_is_starter_roll_10,16
pre_lineup_compact_40_plus_matchup,starter_minutes_roll_5,17
pre_lineup_compact_40_plus_matchup,starter_minutes_roll_10,18
pre_lineup_compact_40_plus_matchup,starter_minutes_roll_30,19
pre_lineup_compact_40_plus_matchup,starter_minutes_share_roll_10,20
pre_lineup_compact_40_plus_matchup,usagePercentage_roll_5,21
pre_lineup_compact_40_plus_matchup,usagePercentage_roll_10,22
pre_lineup_compact_40_plus_matchup,usagePercentage_roll_30,23
pre_lineup_compact_40_plus_matchup,usagePercentage_momentum_5_vs_10,24
pre_lineup_compact_40_plus_matchup,trueShootingPercentage_roll_10,25
pre_lineup_compact_40_plus_matchup,playerImpactEstimate_roll_10,26
pre_lineup_compact_40_plus_matchup,points_roll_10,27
pre_lineup_compact_40_plus_matchup,reboundsTotal_roll_10,28
pre_lineup_compact_40_plus_matchup,assists_roll_10,29
pre_lineup_compact_40_plus_matchup,turnovers_roll_10,30
pre_lineup_compact_40_plus_matchup,team_pace_roll_10,31
pre_lineup_compact_40_plus_matchup,team_offensiveRating_roll_10,32
pre_lineup_compact_40_plus_matchup,team_assists_roll_10,33
pre_lineup_compact_40_plus_matchup,team_turnovers_roll_10,34
pre_lineup_compact_40_plus_matchup,opp_pace_roll_10,35
pre_lineup_compact_40_plus_matchup,opp_defensiveRating_roll_10,36
pre_lineup_compact_40_plus_matchup,opp_points_allowed_roll_10,37
pre_lineup_compact_40_plus_matchup,opp_fp_allowed_roll_10,38
pre_lineup_compact_40_plus_matchup,opp_pos_fp_allowed_per_player_roll_30,39
pre_lineup_compact_40_plus_matchup,pos_opp_difficulty_roll_30,40
pre_lineup_compact_40_plus_matchup,opp_pos_fp_allowed_per_player_roll_10,41
pre_lineup_compact_40_plus_matchup,pos_opp_difficulty_roll_10,42
pre_lineup_compact_40_plus_matchup,opp_fp_allowed_roll_30,43
pre_lineup_compact_40_plus_matchup,opp_defensiveRating_roll_30,44
pre_lineup_compact_40_plus_matchup,opp_pace_roll_30,45
pre_lineup_compact_40_plus_all_candidates,home,1
pre_lineup_compact_40_plus_all_candidates,guard,2
pre_lineup_compact_40_plus_all_candidates,forward,3
pre_lineup_compact_40_plus_all_candidates,center,4
pre_lineup_compact_40_plus_all_candidates,years_since_draft,5
pre_lineup_compact_40_plus_all_candidates,days_since_last_game,6
pre_lineup_compact_40_plus_all_candidates,is_back_to_back,7
pre_lineup_compact_40_plus_all_candidates,fantasy_points_roll_5,8
pre_lineup_compact_40_plus_all_candidates,fantasy_points_roll_10,9
pre_lineup_compact_40_plus_all_candidates,fantasy_points_roll_30,10
pre_lineup_compact_40_plus_all_candidates,fantasy_points_momentum_5_vs_10,11
pre_lineup_compact_40_plus_all_candidates,fantasy_points_momentum_10_vs_30,12
pre_lineup_compact_40_plus_all_candidates,numMinutes_roll_5,13
pre_lineup_compact_40_plus_all_candidates,numMinutes_roll_10,14
pre_lineup_compact_40_plus_all_candidates,numMinutes_roll_30,15
pre_lineup_compact_40_plus_all_candidates,current_is_starter_roll_10,16
pre_lineup_compact_40_plus_all_candidates,starter_minutes_roll_5,17
pre_lineup_compact_40_plus_all_candidates,starter_minutes_roll_10,18
pre_lineup_compact_40_plus_all_candidates,starter_minutes_roll_30,19
pre_lineup_compact_40_plus_all_candidates,starter_minutes_share_roll_10,20
pre_lineup_compact_40_plus_all_candidates,usagePercentage_roll_5,21
pre_lineup_compact_40_plus_all_candidates,usagePercentage_roll_10,22
pre_lineup_compact_40_plus_all_candidates,usagePercentage_roll_30,23
pre_lineup_compact_40_plus_all_candidates,usagePercentage_momentum_5_vs_10,24
pre_lineup_compact_40_plus_all_candidates,trueShootingPercentage_roll_10,25
pre_lineup_compact_40_plus_all_candidates,playerImpactEstimate_roll_10,26
pre_lineup_compact_40_plus_all_candidates,points_roll_10,27
pre_lineup_compact_40_plus_all_candidates,reboundsTotal_roll_10,28
pre_lineup_compact_40_plus_all_candidates,assists_roll_10,29
pre_lineup_compact_40_plus_all_candidates,turnovers_roll_10,30
pre_lineup_compact_40_plus_all_candidates,team_pace_roll_10,31
pre_lineup_compact_40_plus_all_candidates,team_offensiveRating_roll_10,32
pre_lineup_compact_40_plus_all_candidates,team_assists_roll_10,33
pre_lineup_compact_40_plus_all_candidates,team_turnovers_roll_10,34
pre_lineup_compact_40_plus_all_candidates,opp_pace_roll_10,35
pre_lineup_compact_40_plus_all_candidates,opp_defensiveRating_roll_10,36
pre_lineup_compact_40_plus_all_candidates,opp_points_allowed_roll_10,37
pre_lineup_compact_40_plus_all_candidates,opp_fp_allowed_roll_10,38
pre_lineup_compact_40_plus_all_candidates,opp_pos_fp_allowed_per_player_roll_30,39
pre_lineup_compact_40_plus_all_candidates,pos_opp_difficulty_roll_30,40
pre_lineup_compact_40_plus_all_candidates,current_is_starter_roll_5,41
pre_lineup_compact_40_plus_all_candidates,current_is_starter_roll_30,42
pre_lineup_compact_40_plus_all_candidates,starter_minutes_share_roll_30,43
pre_lineup_compact_40_plus_all_candidates,numMinutes_momentum_5_vs_10,44
pre_lineup_compact_40_plus_all_candidates,numMinutes_momentum_10_vs_30,45
pre_lineup_compact_40_plus_all_candidates,points_roll_5,46
pre_lineup_compact_40_plus_all_candidates,points_roll_30,47
pre_lineup_compact_40_plus_all_candidates,points_momentum_5_vs_10,48
pre_lineup_compact_40_plus_all_candidates,points_momentum_10_vs_30,49
pre_lineup_compact_40_plus_all_candidates,usagePercentage_z_5_vs_30,50
pre_lineup_compact_40_plus_all_candidates,reboundsTotal_roll_30,51
pre_lineup_compact_40_plus_all_candidates,assists_roll_30,52
pre_lineup_compact_40_plus_all_candidates,playerImpactEstimate_roll_30,53
pre_lineup_compact_40_plus_all_candidates,playerImpactEstimate_momentum_5_vs_10,54
pre_lineup_compact_40_plus_all_candidates,trueShootingPercentage_roll_30,55
pre_lineup_compact_40_plus_all_candidates,opp_pos_fp_allowed_per_player_roll_10,56
pre_lineup_compact_40_plus_all_candidates,pos_opp_difficulty_roll_10,57
pre_lineup_compact_40_plus_all_candidates,opp_fp_allowed_roll_30,58
pre_lineup_compact_40_plus_all_candidates,opp_defensiveRating_roll_30,59
pre_lineup_compact_40_plus_all_candidates,opp_pace_roll_30,60
